"","id","block","choiceset","choice","quality_SQ","angling_SQ","access_SQ","surround_SQ","price_SQ","quality_1","angling_1","access_1","surround_1","price_1","quality_2","angling_2","access_2","surround_2","price_2","age","user","user_freq","distance","anglers","edu","house_inc"
"48",6,3,8,"SQ",1,0,0,0,0,2,0,0,0,900,3,0,0,0,1200,26,11,NA,2,2,5,4
"49",6,3,9,"SQ",1,0,0,0,0,1,1,1,0,400,3,0,0,1,900,26,11,NA,2,2,5,4
"50",6,3,10,"SQ",1,0,0,0,0,1,1,1,0,75,2,1,1,0,900,26,11,NA,2,2,5,4
"51",8,3,1,"1",1,0,0,0,0,3,1,0,1,650,2,1,1,1,200,48,5,5,1,2,5,6
"52",8,3,2,"2",1,0,0,0,0,1,0,0,1,200,1,1,0,0,1200,48,5,5,1,2,5,6
"53",8,3,3,"2",1,0,0,0,0,2,1,1,1,200,3,1,1,0,400,48,5,5,1,2,5,6
"54",8,3,4,"2",1,0,0,0,0,2,0,0,0,1200,1,1,0,1,75,48,5,5,1,2,5,6
"55",8,3,5,"1",1,0,0,0,0,3,1,1,1,1200,1,1,0,1,650,48,5,5,1,2,5,6
"56",8,3,6,"1",1,0,0,0,0,3,0,0,1,400,2,0,1,1,75,48,5,5,1,2,5,6
"57",8,3,7,"1",1,0,0,0,0,2,0,0,0,650,1,0,1,0,650,48,5,5,1,2,5,6
"58",8,3,8,"1",1,0,0,0,0,2,0,0,0,900,3,0,0,0,1200,48,5,5,1,2,5,6
"59",8,3,9,"1",1,0,0,0,0,1,1,1,0,400,3,0,0,1,900,48,5,5,1,2,5,6
"60",8,3,10,"1",1,0,0,0,0,1,1,1,0,75,2,1,1,0,900,48,5,5,1,2,5,6
"61",9,2,1,"1",1,0,0,0,0,3,1,0,1,650,3,0,0,0,200,28,5,10,3,2,7,1
"62",9,2,2,"2",1,0,0,0,0,2,0,1,0,75,2,1,0,0,650,28,5,10,3,2,7,1
"63",9,2,3,"1",1,0,0,0,0,1,0,1,1,650,1,0,0,1,400,28,5,10,3,2,7,1
"64",9,2,4,"2",1,0,0,0,0,1,1,0,0,200,2,0,0,1,75,28,5,10,3,2,7,1
"65",9,2,5,"1",1,0,0,0,0,3,1,1,0,650,3,1,0,0,75,28,5,10,3,2,7,1
"66",9,2,6,"1",1,0,0,0,0,2,0,1,0,400,1,0,1,0,200,28,5,10,3,2,7,1
"67",9,2,7,"2",1,0,0,0,0,1,0,0,1,900,3,1,1,1,1200,28,5,10,3,2,7,1
"68",9,2,8,"2",1,0,0,0,0,3,0,1,0,900,2,1,1,1,200,28,5,10,3,2,7,1
"69",9,2,9,"2",1,0,0,0,0,3,1,0,0,1200,2,0,1,0,1200,28,5,10,3,2,7,1
"70",9,2,10,"1",1,0,0,0,0,2,1,0,1,200,1,0,1,1,900,28,5,10,3,2,7,1
"71",12,2,1,"2",1,0,0,0,0,3,1,0,1,650,3,0,0,0,200,26,4,4,3,2,5,3
"72",12,2,2,"1",1,0,0,0,0,2,0,1,0,75,2,1,0,0,650,26,4,4,3,2,5,3
"73",12,2,3,"SQ",1,0,0,0,0,1,0,1,1,650,1,0,0,1,400,26,4,4,3,2,5,3
"74",12,2,4,"2",1,0,0,0,0,1,1,0,0,200,2,0,0,1,75,26,4,4,3,2,5,3
"75",12,2,5,"2",1,0,0,0,0,3,1,1,0,650,3,1,0,0,75,26,4,4,3,2,5,3
"76",12,2,6,"2",1,0,0,0,0,2,0,1,0,400,1,0,1,0,200,26,4,4,3,2,5,3
"77",12,2,7,"SQ",1,0,0,0,0,1,0,0,1,900,3,1,1,1,1200,26,4,4,3,2,5,3
"78",12,2,8,"2",1,0,0,0,0,3,0,1,0,900,2,1,1,1,200,26,4,4,3,2,5,3
"79",12,2,9,"SQ",1,0,0,0,0,3,1,0,0,1200,2,0,1,0,1200,26,4,4,3,2,5,3
"80",12,2,10,"1",1,0,0,0,0,2,1,0,1,200,1,0,1,1,900,26,4,4,3,2,5,3
"81",17,3,1,"SQ",1,0,0,0,0,3,1,0,1,650,2,1,1,1,200,50,1,7,3,2,2,2
"82",17,3,2,"SQ",1,0,0,0,0,1,0,0,1,200,1,1,0,0,1200,50,1,7,3,2,2,2
"83",17,3,3,"SQ",1,0,0,0,0,2,1,1,1,200,3,1,1,0,400,50,1,7,3,2,2,2
"84",17,3,4,"SQ",1,0,0,0,0,2,0,0,0,1200,1,1,0,1,75,50,1,7,3,2,2,2
"85",17,3,5,"SQ",1,0,0,0,0,3,1,1,1,1200,1,1,0,1,650,50,1,7,3,2,2,2
"86",17,3,6,"SQ",1,0,0,0,0,3,0,0,1,400,2,0,1,1,75,50,1,7,3,2,2,2
"87",17,3,7,"SQ",1,0,0,0,0,2,0,0,0,650,1,0,1,0,650,50,1,7,3,2,2,2
"88",17,3,8,"SQ",1,0,0,0,0,2,0,0,0,900,3,0,0,0,1200,50,1,7,3,2,2,2
"89",17,3,9,"SQ",1,0,0,0,0,1,1,1,0,400,3,0,0,1,900,50,1,7,3,2,2,2
"90",17,3,10,"SQ",1,0,0,0,0,1,1,1,0,75,2,1,1,0,900,50,1,7,3,2,2,2
"91",20,4,1,"2",1,0,0,0,0,2,1,1,0,1200,1,1,1,0,75,53,6,NA,1,2,2,5
"92",20,4,2,"2",1,0,0,0,0,2,1,1,1,900,2,0,0,0,200,53,6,NA,1,2,2,5
"93",20,4,3,"1",1,0,0,0,0,3,0,0,0,900,1,1,0,0,900,53,6,NA,1,2,2,5
"94",20,4,4,"1",1,0,0,0,0,2,0,1,1,400,2,1,0,1,1200,53,6,NA,1,2,2,5
"95",20,4,5,"2",1,0,0,0,0,2,1,0,0,75,3,0,0,1,400,53,6,NA,1,2,2,5
"96",20,4,6,"1",1,0,0,0,0,1,0,1,0,650,2,0,1,0,1200,53,6,NA,1,2,2,5
"97",20,4,7,"2",1,0,0,0,0,3,0,1,1,1200,3,0,1,0,900,53,6,NA,1,2,2,5
"98",20,4,8,"1",1,0,0,0,0,3,0,1,0,200,3,0,1,1,650,53,6,NA,1,2,2,5
"99",20,4,9,"1",1,0,0,0,0,1,1,0,1,400,3,1,0,0,650,53,6,NA,1,2,2,5
"100",20,4,10,"2",1,0,0,0,0,1,0,0,1,75,1,1,1,1,200,53,6,NA,1,2,2,5
"101",22,4,1,"2",1,0,0,0,0,2,1,1,0,1200,1,1,1,0,75,43,4,5,1,2,5,5
"102",22,4,2,"SQ",1,0,0,0,0,2,1,1,1,900,2,0,0,0,200,43,4,5,1,2,5,5
"103",22,4,3,"SQ",1,0,0,0,0,3,0,0,0,900,1,1,0,0,900,43,4,5,1,2,5,5
"104",22,4,4,"SQ",1,0,0,0,0,2,0,1,1,400,2,1,0,1,1200,43,4,5,1,2,5,5
"105",22,4,5,"1",1,0,0,0,0,2,1,0,0,75,3,0,0,1,400,43,4,5,1,2,5,5
"106",22,4,6,"SQ",1,0,0,0,0,1,0,1,0,650,2,0,1,0,1200,43,4,5,1,2,5,5
"107",22,4,7,"SQ",1,0,0,0,0,3,0,1,1,1200,3,0,1,0,900,43,4,5,1,2,5,5
"108",22,4,8,"1",1,0,0,0,0,3,0,1,0,200,3,0,1,1,650,43,4,5,1,2,5,5
"109",22,4,9,"SQ",1,0,0,0,0,1,1,0,1,400,3,1,0,0,650,43,4,5,1,2,5,5
"110",22,4,10,"SQ",1,0,0,0,0,1,0,0,1,75,1,1,1,1,200,43,4,5,1,2,5,5
"111",23,1,1,"1",1,0,0,0,0,2,1,1,1,650,3,1,1,1,1200,57,6,20,2,2,4,3
"112",23,1,2,"SQ",1,0,0,0,0,3,1,1,0,75,1,0,0,1,1200,57,6,20,2,2,4,3
"113",23,1,3,"SQ",1,0,0,0,0,3,0,1,0,200,2,1,0,0,200,57,6,20,2,2,4,3
"114",23,1,4,"1",1,0,0,0,0,3,0,0,1,75,3,0,1,0,75,57,6,20,2,2,4,3
"115",23,1,5,"2",1,0,0,0,0,1,1,0,0,900,2,0,1,1,650,57,6,20,2,2,4,3
"116",23,1,6,"2",1,0,0,0,0,1,0,1,0,1200,3,1,0,1,200,57,6,20,2,2,4,3
"117",23,1,7,"SQ",1,0,0,0,0,2,0,0,0,650,2,1,0,1,900,57,6,20,2,2,4,3
"118",23,1,8,"SQ",1,0,0,0,0,3,1,0,0,400,1,1,1,0,400,57,6,20,2,2,4,3
"119",23,1,9,"SQ",1,0,0,0,0,1,0,0,1,1200,2,0,0,0,400,57,6,20,2,2,4,3
"120",23,1,10,"SQ",1,0,0,0,0,1,1,1,1,900,1,0,1,0,75,57,6,20,2,2,4,3
"121",25,2,1,"2",1,0,0,0,0,3,1,0,1,650,3,0,0,0,200,64,1,0,1,2,7,8
"122",25,2,2,"1",1,0,0,0,0,2,0,1,0,75,2,1,0,0,650,64,1,0,1,2,7,8
"123",25,2,3,"SQ",1,0,0,0,0,1,0,1,1,650,1,0,0,1,400,64,1,0,1,2,7,8
"124",25,2,4,"2",1,0,0,0,0,1,1,0,0,200,2,0,0,1,75,64,1,0,1,2,7,8
"125",25,2,5,"1",1,0,0,0,0,3,1,1,0,650,3,1,0,0,75,64,1,0,1,2,7,8
"126",25,2,6,"1",1,0,0,0,0,2,0,1,0,400,1,0,1,0,200,64,1,0,1,2,7,8
"127",25,2,7,"2",1,0,0,0,0,1,0,0,1,900,3,1,1,1,1200,64,1,0,1,2,7,8
"128",25,2,8,"2",1,0,0,0,0,3,0,1,0,900,2,1,1,1,200,64,1,0,1,2,7,8
"129",25,2,9,"2",1,0,0,0,0,3,1,0,0,1200,2,0,1,0,1200,64,1,0,1,2,7,8
"130",25,2,10,"1",1,0,0,0,0,2,1,0,1,200,1,0,1,1,900,64,1,0,1,2,7,8
"131",28,2,1,"2",1,0,0,0,0,3,1,0,1,650,3,0,0,0,200,61,7,5,2,2,5,6
"132",28,2,2,"1",1,0,0,0,0,2,0,1,0,75,2,1,0,0,650,61,7,5,2,2,5,6
"133",28,2,3,"1",1,0,0,0,0,1,0,1,1,650,1,0,0,1,400,61,7,5,2,2,5,6
"134",28,2,4,"2",1,0,0,0,0,1,1,0,0,200,2,0,0,1,75,61,7,5,2,2,5,6
"135",28,2,5,"2",1,0,0,0,0,3,1,1,0,650,3,1,0,0,75,61,7,5,2,2,5,6
"136",28,2,6,"1",1,0,0,0,0,2,0,1,0,400,1,0,1,0,200,61,7,5,2,2,5,6
"137",28,2,7,"2",1,0,0,0,0,1,0,0,1,900,3,1,1,1,1200,61,7,5,2,2,5,6
"138",28,2,8,"2",1,0,0,0,0,3,0,1,0,900,2,1,1,1,200,61,7,5,2,2,5,6
"139",28,2,9,"2",1,0,0,0,0,3,1,0,0,1200,2,0,1,0,1200,61,7,5,2,2,5,6
"140",28,2,10,"1",1,0,0,0,0,2,1,0,1,200,1,0,1,1,900,61,7,5,2,2,5,6
"141",32,2,1,"SQ",1,0,0,0,0,3,1,0,1,650,3,0,0,0,200,35,2,1,1,2,5,2
"142",32,2,2,"1",1,0,0,0,0,2,0,1,0,75,2,1,0,0,650,35,2,1,1,2,5,2
"143",32,2,3,"SQ",1,0,0,0,0,1,0,1,1,650,1,0,0,1,400,35,2,1,1,2,5,2
"144",32,2,4,"2",1,0,0,0,0,1,1,0,0,200,2,0,0,1,75,35,2,1,1,2,5,2
"145",32,2,5,"2",1,0,0,0,0,3,1,1,0,650,3,1,0,0,75,35,2,1,1,2,5,2
"146",32,2,6,"SQ",1,0,0,0,0,2,0,1,0,400,1,0,1,0,200,35,2,1,1,2,5,2
"147",32,2,7,"SQ",1,0,0,0,0,1,0,0,1,900,3,1,1,1,1200,35,2,1,1,2,5,2
"148",32,2,8,"2",1,0,0,0,0,3,0,1,0,900,2,1,1,1,200,35,2,1,1,2,5,2
"149",32,2,9,"SQ",1,0,0,0,0,3,1,0,0,1200,2,0,1,0,1200,35,2,1,1,2,5,2
"150",32,2,10,"1",1,0,0,0,0,2,1,0,1,200,1,0,1,1,900,35,2,1,1,2,5,2
"151",35,3,1,"2",1,0,0,0,0,3,1,0,1,650,2,1,1,1,200,66,9,NA,1,2,5,6
"152",35,3,2,"1",1,0,0,0,0,1,0,0,1,200,1,1,0,0,1200,66,9,NA,1,2,5,6
"153",35,3,3,"1",1,0,0,0,0,2,1,1,1,200,3,1,1,0,400,66,9,NA,1,2,5,6
"154",35,3,4,"SQ",1,0,0,0,0,2,0,0,0,1200,1,1,0,1,75,66,9,NA,1,2,5,6
"155",35,3,5,"SQ",1,0,0,0,0,3,1,1,1,1200,1,1,0,1,650,66,9,NA,1,2,5,6
"156",35,3,6,"2",1,0,0,0,0,3,0,0,1,400,2,0,1,1,75,66,9,NA,1,2,5,6
"157",35,3,7,"SQ",1,0,0,0,0,2,0,0,0,650,1,0,1,0,650,66,9,NA,1,2,5,6
"158",35,3,8,"SQ",1,0,0,0,0,2,0,0,0,900,3,0,0,0,1200,66,9,NA,1,2,5,6
"159",35,3,9,"SQ",1,0,0,0,0,1,1,1,0,400,3,0,0,1,900,66,9,NA,1,2,5,6
"160",35,3,10,"SQ",1,0,0,0,0,1,1,1,0,75,2,1,1,0,900,66,9,NA,1,2,5,6
"161",37,4,1,"SQ",1,0,0,0,0,2,1,1,0,1200,1,1,1,0,75,64,2,NA,4,2,7,5
"162",37,4,2,"SQ",1,0,0,0,0,2,1,1,1,900,2,0,0,0,200,64,2,NA,4,2,7,5
"163",37,4,3,"SQ",1,0,0,0,0,3,0,0,0,900,1,1,0,0,900,64,2,NA,4,2,7,5
"164",37,4,4,"SQ",1,0,0,0,0,2,0,1,1,400,2,1,0,1,1200,64,2,NA,4,2,7,5
"165",37,4,5,"SQ",1,0,0,0,0,2,1,0,0,75,3,0,0,1,400,64,2,NA,4,2,7,5
"166",37,4,6,"SQ",1,0,0,0,0,1,0,1,0,650,2,0,1,0,1200,64,2,NA,4,2,7,5
"167",37,4,7,"SQ",1,0,0,0,0,3,0,1,1,1200,3,0,1,0,900,64,2,NA,4,2,7,5
"168",37,4,8,"SQ",1,0,0,0,0,3,0,1,0,200,3,0,1,1,650,64,2,NA,4,2,7,5
"169",37,4,9,"SQ",1,0,0,0,0,1,1,0,1,400,3,1,0,0,650,64,2,NA,4,2,7,5
"170",37,4,10,"SQ",1,0,0,0,0,1,0,0,1,75,1,1,1,1,200,64,2,NA,4,2,7,5
"171",43,4,1,"2",1,0,0,0,0,2,1,1,0,1200,1,1,1,0,75,43,6,24,1,2,7,11
"172",43,4,2,"2",1,0,0,0,0,2,1,1,1,900,2,0,0,0,200,43,6,24,1,2,7,11
"173",43,4,3,"1",1,0,0,0,0,3,0,0,0,900,1,1,0,0,900,43,6,24,1,2,7,11
"174",43,4,4,"1",1,0,0,0,0,2,0,1,1,400,2,1,0,1,1200,43,6,24,1,2,7,11
"175",43,4,5,"1",1,0,0,0,0,2,1,0,0,75,3,0,0,1,400,43,6,24,1,2,7,11
"176",43,4,6,"1",1,0,0,0,0,1,0,1,0,650,2,0,1,0,1200,43,6,24,1,2,7,11
"177",43,4,7,"2",1,0,0,0,0,3,0,1,1,1200,3,0,1,0,900,43,6,24,1,2,7,11
"178",43,4,8,"1",1,0,0,0,0,3,0,1,0,200,3,0,1,1,650,43,6,24,1,2,7,11
"179",43,4,9,"1",1,0,0,0,0,1,1,0,1,400,3,1,0,0,650,43,6,24,1,2,7,11
"180",43,4,10,"1",1,0,0,0,0,1,0,0,1,75,1,1,1,1,200,43,6,24,1,2,7,11
"181",44,4,1,"1",1,0,0,0,0,2,1,1,0,1200,1,1,1,0,75,59,2,2,1,2,7,7
"182",44,4,2,"2",1,0,0,0,0,2,1,1,1,900,2,0,0,0,200,59,2,2,1,2,7,7
"183",44,4,3,"SQ",1,0,0,0,0,3,0,0,0,900,1,1,0,0,900,59,2,2,1,2,7,7
"184",44,4,4,"SQ",1,0,0,0,0,2,0,1,1,400,2,1,0,1,1200,59,2,2,1,2,7,7
"185",44,4,5,"SQ",1,0,0,0,0,2,1,0,0,75,3,0,0,1,400,59,2,2,1,2,7,7
"186",44,4,6,"SQ",1,0,0,0,0,1,0,1,0,650,2,0,1,0,1200,59,2,2,1,2,7,7
"187",44,4,7,"SQ",1,0,0,0,0,3,0,1,1,1200,3,0,1,0,900,59,2,2,1,2,7,7
"188",44,4,8,"SQ",1,0,0,0,0,3,0,1,0,200,3,0,1,1,650,59,2,2,1,2,7,7
"189",44,4,9,"SQ",1,0,0,0,0,1,1,0,1,400,3,1,0,0,650,59,2,2,1,2,7,7
"190",44,4,10,"SQ",1,0,0,0,0,1,0,0,1,75,1,1,1,1,200,59,2,2,1,2,7,7
"191",47,4,1,"SQ",1,0,0,0,0,2,1,1,0,1200,1,1,1,0,75,23,8,NA,3,2,4,2
"192",47,4,2,"2",1,0,0,0,0,2,1,1,1,900,2,0,0,0,200,23,8,NA,3,2,4,2
"193",47,4,3,"1",1,0,0,0,0,3,0,0,0,900,1,1,0,0,900,23,8,NA,3,2,4,2
"194",47,4,4,"1",1,0,0,0,0,2,0,1,1,400,2,1,0,1,1200,23,8,NA,3,2,4,2
"195",47,4,5,"2",1,0,0,0,0,2,1,0,0,75,3,0,0,1,400,23,8,NA,3,2,4,2
"196",47,4,6,"SQ",1,0,0,0,0,1,0,1,0,650,2,0,1,0,1200,23,8,NA,3,2,4,2
"197",47,4,7,"2",1,0,0,0,0,3,0,1,1,1200,3,0,1,0,900,23,8,NA,3,2,4,2
"198",47,4,8,"2",1,0,0,0,0,3,0,1,0,200,3,0,1,1,650,23,8,NA,3,2,4,2
"199",47,4,9,"2",1,0,0,0,0,1,1,0,1,400,3,1,0,0,650,23,8,NA,3,2,4,2
"200",47,4,10,"2",1,0,0,0,0,1,0,0,1,75,1,1,1,1,200,23,8,NA,3,2,4,2
"201",50,2,1,"SQ",1,0,0,0,0,3,1,0,1,650,3,0,0,0,200,61,3,9,3,2,1,3
"202",50,2,2,"SQ",1,0,0,0,0,2,0,1,0,75,2,1,0,0,650,61,3,9,3,2,1,3
"203",50,2,3,"1",1,0,0,0,0,1,0,1,1,650,1,0,0,1,400,61,3,9,3,2,1,3
"204",50,2,4,"1",1,0,0,0,0,1,1,0,0,200,2,0,0,1,75,61,3,9,3,2,1,3
"205",50,2,5,"SQ",1,0,0,0,0,3,1,1,0,650,3,1,0,0,75,61,3,9,3,2,1,3
"206",50,2,6,"1",1,0,0,0,0,2,0,1,0,400,1,0,1,0,200,61,3,9,3,2,1,3
"207",50,2,7,"2",1,0,0,0,0,1,0,0,1,900,3,1,1,1,1200,61,3,9,3,2,1,3
"208",50,2,8,"1",1,0,0,0,0,3,0,1,0,900,2,1,1,1,200,61,3,9,3,2,1,3
"209",50,2,9,"1",1,0,0,0,0,3,1,0,0,1200,2,0,1,0,1200,61,3,9,3,2,1,3
"210",50,2,10,"1",1,0,0,0,0,2,1,0,1,200,1,0,1,1,900,61,3,9,3,2,1,3
"211",51,2,1,"SQ",1,0,0,0,0,3,1,0,1,650,3,0,0,0,200,68,2,1,1,2,5,2
"212",51,2,2,"SQ",1,0,0,0,0,2,0,1,0,75,2,1,0,0,650,68,2,1,1,2,5,2
"213",51,2,3,"SQ",1,0,0,0,0,1,0,1,1,650,1,0,0,1,400,68,2,1,1,2,5,2
"214",51,2,4,"SQ",1,0,0,0,0,1,1,0,0,200,2,0,0,1,75,68,2,1,1,2,5,2
"215",51,2,5,"SQ",1,0,0,0,0,3,1,1,0,650,3,1,0,0,75,68,2,1,1,2,5,2
"216",51,2,6,"SQ",1,0,0,0,0,2,0,1,0,400,1,0,1,0,200,68,2,1,1,2,5,2
"217",51,2,7,"SQ",1,0,0,0,0,1,0,0,1,900,3,1,1,1,1200,68,2,1,1,2,5,2
"218",51,2,8,"SQ",1,0,0,0,0,3,0,1,0,900,2,1,1,1,200,68,2,1,1,2,5,2
"219",51,2,9,"SQ",1,0,0,0,0,3,1,0,0,1200,2,0,1,0,1200,68,2,1,1,2,5,2
"220",51,2,10,"SQ",1,0,0,0,0,2,1,0,1,200,1,0,1,1,900,68,2,1,1,2,5,2
"221",53,1,1,"SQ",1,0,0,0,0,2,1,1,1,650,3,1,1,1,1200,63,2,NA,1,2,3,6
"222",53,1,2,"SQ",1,0,0,0,0,3,1,1,0,75,1,0,0,1,1200,63,2,NA,1,2,3,6
"223",53,1,3,"SQ",1,0,0,0,0,3,0,1,0,200,2,1,0,0,200,63,2,NA,1,2,3,6
"224",53,1,4,"1",1,0,0,0,0,3,0,0,1,75,3,0,1,0,75,63,2,NA,1,2,3,6
"225",53,1,5,"SQ",1,0,0,0,0,1,1,0,0,900,2,0,1,1,650,63,2,NA,1,2,3,6
"226",53,1,6,"SQ",1,0,0,0,0,1,0,1,0,1200,3,1,0,1,200,63,2,NA,1,2,3,6
"227",53,1,7,"SQ",1,0,0,0,0,2,0,0,0,650,2,1,0,1,900,63,2,NA,1,2,3,6
"228",53,1,8,"SQ",1,0,0,0,0,3,1,0,0,400,1,1,1,0,400,63,2,NA,1,2,3,6
"229",53,1,9,"SQ",1,0,0,0,0,1,0,0,1,1200,2,0,0,0,400,63,2,NA,1,2,3,6
"230",53,1,10,"SQ",1,0,0,0,0,1,1,1,1,900,1,0,1,0,75,63,2,NA,1,2,3,6
"231",54,1,1,"SQ",1,0,0,0,0,2,1,1,1,650,3,1,1,1,1200,66,7,NA,1,2,7,3
"232",54,1,2,"1",1,0,0,0,0,3,1,1,0,75,1,0,0,1,1200,66,7,NA,1,2,7,3
"233",54,1,3,"1",1,0,0,0,0,3,0,1,0,200,2,1,0,0,200,66,7,NA,1,2,7,3
"234",54,1,4,"2",1,0,0,0,0,3,0,0,1,75,3,0,1,0,75,66,7,NA,1,2,7,3
"235",54,1,5,"SQ",1,0,0,0,0,1,1,0,0,900,2,0,1,1,650,66,7,NA,1,2,7,3
"236",54,1,6,"SQ",1,0,0,0,0,1,0,1,0,1200,3,1,0,1,200,66,7,NA,1,2,7,3
"237",54,1,7,"SQ",1,0,0,0,0,2,0,0,0,650,2,1,0,1,900,66,7,NA,1,2,7,3
"238",54,1,8,"SQ",1,0,0,0,0,3,1,0,0,400,1,1,1,0,400,66,7,NA,1,2,7,3
