"id","block","choiceset","choice","age","user","user_freq","distance","anglers","edu","house_inc","alt","quality","angling","access","surround","price","chid","ASC"
4,1,4,TRUE,29,2,0,2,2,5,3,"SQ",1,0,0,0,0,24,1
4,1,5,FALSE,29,2,0,2,2,5,3,"1",1,1,0,0,900,25,0
4,1,5,FALSE,29,2,0,2,2,5,3,"2",2,0,1,1,650,25,0
4,1,5,TRUE,29,2,0,2,2,5,3,"SQ",1,0,0,0,0,25,1
4,1,6,FALSE,29,2,0,2,2,5,3,"1",1,0,1,0,1200,26,0
4,1,6,FALSE,29,2,0,2,2,5,3,"2",3,1,0,1,200,26,0
4,1,6,TRUE,29,2,0,2,2,5,3,"SQ",1,0,0,0,0,26,1
4,1,7,FALSE,29,2,0,2,2,5,3,"1",2,0,0,0,650,27,0
4,1,7,FALSE,29,2,0,2,2,5,3,"2",2,1,0,1,900,27,0
4,1,7,TRUE,29,2,0,2,2,5,3,"SQ",1,0,0,0,0,27,1
4,1,8,FALSE,29,2,0,2,2,5,3,"1",3,1,0,0,400,28,0
4,1,8,FALSE,29,2,0,2,2,5,3,"2",1,1,1,0,400,28,0
4,1,8,TRUE,29,2,0,2,2,5,3,"SQ",1,0,0,0,0,28,1
4,1,9,FALSE,29,2,0,2,2,5,3,"1",1,0,0,1,1200,29,0
4,1,9,FALSE,29,2,0,2,2,5,3,"2",2,0,0,0,400,29,0
4,1,9,TRUE,29,2,0,2,2,5,3,"SQ",1,0,0,0,0,29,1
4,1,10,FALSE,29,2,0,2,2,5,3,"1",1,1,1,1,900,30,0
4,1,10,FALSE,29,2,0,2,2,5,3,"2",1,0,1,0,75,30,0
4,1,10,TRUE,29,2,0,2,2,5,3,"SQ",1,0,0,0,0,30,1
5,3,1,FALSE,26,2,1,3,2,7,3,"1",3,1,0,1,650,31,0
5,3,1,TRUE,26,2,1,3,2,7,3,"2",2,1,1,1,200,31,0
5,3,1,FALSE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,31,1
5,3,2,FALSE,26,2,1,3,2,7,3,"1",1,0,0,1,200,32,0
5,3,2,FALSE,26,2,1,3,2,7,3,"2",1,1,0,0,1200,32,0
5,3,2,TRUE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,32,1
5,3,3,TRUE,26,2,1,3,2,7,3,"1",2,1,1,1,200,33,0
5,3,3,FALSE,26,2,1,3,2,7,3,"2",3,1,1,0,400,33,0
5,3,3,FALSE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,33,1
5,3,4,FALSE,26,2,1,3,2,7,3,"1",2,0,0,0,1200,34,0
5,3,4,TRUE,26,2,1,3,2,7,3,"2",1,1,0,1,75,34,0
5,3,4,FALSE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,34,1
5,3,5,FALSE,26,2,1,3,2,7,3,"1",3,1,1,1,1200,35,0
5,3,5,FALSE,26,2,1,3,2,7,3,"2",1,1,0,1,650,35,0
5,3,5,TRUE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,35,1
5,3,6,FALSE,26,2,1,3,2,7,3,"1",3,0,0,1,400,36,0
5,3,6,TRUE,26,2,1,3,2,7,3,"2",2,0,1,1,75,36,0
5,3,6,FALSE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,36,1
5,3,7,FALSE,26,2,1,3,2,7,3,"1",2,0,0,0,650,37,0
5,3,7,FALSE,26,2,1,3,2,7,3,"2",1,0,1,0,650,37,0
5,3,7,TRUE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,37,1
5,3,8,FALSE,26,2,1,3,2,7,3,"1",2,0,0,0,900,38,0
5,3,8,FALSE,26,2,1,3,2,7,3,"2",3,0,0,0,1200,38,0
5,3,8,TRUE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,38,1
5,3,9,FALSE,26,2,1,3,2,7,3,"1",1,1,1,0,400,39,0
5,3,9,FALSE,26,2,1,3,2,7,3,"2",3,0,0,1,900,39,0
5,3,9,TRUE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,39,1
5,3,10,TRUE,26,2,1,3,2,7,3,"1",1,1,1,0,75,40,0
5,3,10,FALSE,26,2,1,3,2,7,3,"2",2,1,1,0,900,40,0
5,3,10,FALSE,26,2,1,3,2,7,3,"SQ",1,0,0,0,0,40,1
6,3,1,FALSE,26,11,NA,2,2,5,4,"1",3,1,0,1,650,41,0
6,3,1,FALSE,26,11,NA,2,2,5,4,"2",2,1,1,1,200,41,0
6,3,1,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,41,1
6,3,2,FALSE,26,11,NA,2,2,5,4,"1",1,0,0,1,200,42,0
6,3,2,FALSE,26,11,NA,2,2,5,4,"2",1,1,0,0,1200,42,0
6,3,2,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,42,1
6,3,3,FALSE,26,11,NA,2,2,5,4,"1",2,1,1,1,200,43,0
6,3,3,FALSE,26,11,NA,2,2,5,4,"2",3,1,1,0,400,43,0
6,3,3,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,43,1
6,3,4,FALSE,26,11,NA,2,2,5,4,"1",2,0,0,0,1200,44,0
6,3,4,FALSE,26,11,NA,2,2,5,4,"2",1,1,0,1,75,44,0
6,3,4,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,44,1
6,3,5,FALSE,26,11,NA,2,2,5,4,"1",3,1,1,1,1200,45,0
6,3,5,FALSE,26,11,NA,2,2,5,4,"2",1,1,0,1,650,45,0
6,3,5,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,45,1
6,3,6,FALSE,26,11,NA,2,2,5,4,"1",3,0,0,1,400,46,0
6,3,6,FALSE,26,11,NA,2,2,5,4,"2",2,0,1,1,75,46,0
6,3,6,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,46,1
6,3,7,FALSE,26,11,NA,2,2,5,4,"1",2,0,0,0,650,47,0
6,3,7,FALSE,26,11,NA,2,2,5,4,"2",1,0,1,0,650,47,0
6,3,7,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,47,1
6,3,8,FALSE,26,11,NA,2,2,5,4,"1",2,0,0,0,900,48,0
6,3,8,FALSE,26,11,NA,2,2,5,4,"2",3,0,0,0,1200,48,0
6,3,8,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,48,1
6,3,9,FALSE,26,11,NA,2,2,5,4,"1",1,1,1,0,400,49,0
6,3,9,FALSE,26,11,NA,2,2,5,4,"2",3,0,0,1,900,49,0
6,3,9,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,49,1
6,3,10,FALSE,26,11,NA,2,2,5,4,"1",1,1,1,0,75,50,0
6,3,10,FALSE,26,11,NA,2,2,5,4,"2",2,1,1,0,900,50,0
6,3,10,TRUE,26,11,NA,2,2,5,4,"SQ",1,0,0,0,0,50,1
8,3,1,TRUE,48,5,5,1,2,5,6,"1",3,1,0,1,650,51,0
8,3,1,FALSE,48,5,5,1,2,5,6,"2",2,1,1,1,200,51,0
8,3,1,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,51,1
8,3,2,FALSE,48,5,5,1,2,5,6,"1",1,0,0,1,200,52,0
8,3,2,TRUE,48,5,5,1,2,5,6,"2",1,1,0,0,1200,52,0
8,3,2,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,52,1
8,3,3,FALSE,48,5,5,1,2,5,6,"1",2,1,1,1,200,53,0
8,3,3,TRUE,48,5,5,1,2,5,6,"2",3,1,1,0,400,53,0
8,3,3,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,53,1
8,3,4,FALSE,48,5,5,1,2,5,6,"1",2,0,0,0,1200,54,0
8,3,4,TRUE,48,5,5,1,2,5,6,"2",1,1,0,1,75,54,0
8,3,4,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,54,1
8,3,5,TRUE,48,5,5,1,2,5,6,"1",3,1,1,1,1200,55,0
8,3,5,FALSE,48,5,5,1,2,5,6,"2",1,1,0,1,650,55,0
8,3,5,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,55,1
8,3,6,TRUE,48,5,5,1,2,5,6,"1",3,0,0,1,400,56,0
8,3,6,FALSE,48,5,5,1,2,5,6,"2",2,0,1,1,75,56,0
8,3,6,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,56,1
8,3,7,TRUE,48,5,5,1,2,5,6,"1",2,0,0,0,650,57,0
8,3,7,FALSE,48,5,5,1,2,5,6,"2",1,0,1,0,650,57,0
8,3,7,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,57,1
8,3,8,TRUE,48,5,5,1,2,5,6,"1",2,0,0,0,900,58,0
8,3,8,FALSE,48,5,5,1,2,5,6,"2",3,0,0,0,1200,58,0
8,3,8,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,58,1
8,3,9,TRUE,48,5,5,1,2,5,6,"1",1,1,1,0,400,59,0
8,3,9,FALSE,48,5,5,1,2,5,6,"2",3,0,0,1,900,59,0
8,3,9,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,59,1
8,3,10,TRUE,48,5,5,1,2,5,6,"1",1,1,1,0,75,60,0
8,3,10,FALSE,48,5,5,1,2,5,6,"2",2,1,1,0,900,60,0
8,3,10,FALSE,48,5,5,1,2,5,6,"SQ",1,0,0,0,0,60,1
9,2,1,TRUE,28,5,10,3,2,7,1,"1",3,1,0,1,650,61,0
9,2,1,FALSE,28,5,10,3,2,7,1,"2",3,0,0,0,200,61,0
9,2,1,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,61,1
9,2,2,FALSE,28,5,10,3,2,7,1,"1",2,0,1,0,75,62,0
9,2,2,TRUE,28,5,10,3,2,7,1,"2",2,1,0,0,650,62,0
9,2,2,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,62,1
9,2,3,TRUE,28,5,10,3,2,7,1,"1",1,0,1,1,650,63,0
9,2,3,FALSE,28,5,10,3,2,7,1,"2",1,0,0,1,400,63,0
9,2,3,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,63,1
9,2,4,FALSE,28,5,10,3,2,7,1,"1",1,1,0,0,200,64,0
9,2,4,TRUE,28,5,10,3,2,7,1,"2",2,0,0,1,75,64,0
9,2,4,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,64,1
9,2,5,TRUE,28,5,10,3,2,7,1,"1",3,1,1,0,650,65,0
9,2,5,FALSE,28,5,10,3,2,7,1,"2",3,1,0,0,75,65,0
9,2,5,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,65,1
9,2,6,TRUE,28,5,10,3,2,7,1,"1",2,0,1,0,400,66,0
9,2,6,FALSE,28,5,10,3,2,7,1,"2",1,0,1,0,200,66,0
9,2,6,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,66,1
9,2,7,FALSE,28,5,10,3,2,7,1,"1",1,0,0,1,900,67,0
9,2,7,TRUE,28,5,10,3,2,7,1,"2",3,1,1,1,1200,67,0
9,2,7,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,67,1
9,2,8,FALSE,28,5,10,3,2,7,1,"1",3,0,1,0,900,68,0
9,2,8,TRUE,28,5,10,3,2,7,1,"2",2,1,1,1,200,68,0
9,2,8,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,68,1
9,2,9,FALSE,28,5,10,3,2,7,1,"1",3,1,0,0,1200,69,0
9,2,9,TRUE,28,5,10,3,2,7,1,"2",2,0,1,0,1200,69,0
9,2,9,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,69,1
9,2,10,TRUE,28,5,10,3,2,7,1,"1",2,1,0,1,200,70,0
9,2,10,FALSE,28,5,10,3,2,7,1,"2",1,0,1,1,900,70,0
9,2,10,FALSE,28,5,10,3,2,7,1,"SQ",1,0,0,0,0,70,1
12,2,1,FALSE,26,4,4,3,2,5,3,"1",3,1,0,1,650,71,0
12,2,1,TRUE,26,4,4,3,2,5,3,"2",3,0,0,0,200,71,0
12,2,1,FALSE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,71,1
12,2,2,TRUE,26,4,4,3,2,5,3,"1",2,0,1,0,75,72,0
12,2,2,FALSE,26,4,4,3,2,5,3,"2",2,1,0,0,650,72,0
12,2,2,FALSE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,72,1
12,2,3,FALSE,26,4,4,3,2,5,3,"1",1,0,1,1,650,73,0
12,2,3,FALSE,26,4,4,3,2,5,3,"2",1,0,0,1,400,73,0
12,2,3,TRUE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,73,1
12,2,4,FALSE,26,4,4,3,2,5,3,"1",1,1,0,0,200,74,0
12,2,4,TRUE,26,4,4,3,2,5,3,"2",2,0,0,1,75,74,0
12,2,4,FALSE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,74,1
12,2,5,FALSE,26,4,4,3,2,5,3,"1",3,1,1,0,650,75,0
12,2,5,TRUE,26,4,4,3,2,5,3,"2",3,1,0,0,75,75,0
12,2,5,FALSE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,75,1
12,2,6,FALSE,26,4,4,3,2,5,3,"1",2,0,1,0,400,76,0
12,2,6,TRUE,26,4,4,3,2,5,3,"2",1,0,1,0,200,76,0
12,2,6,FALSE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,76,1
12,2,7,FALSE,26,4,4,3,2,5,3,"1",1,0,0,1,900,77,0
12,2,7,FALSE,26,4,4,3,2,5,3,"2",3,1,1,1,1200,77,0
12,2,7,TRUE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,77,1
12,2,8,FALSE,26,4,4,3,2,5,3,"1",3,0,1,0,900,78,0
12,2,8,TRUE,26,4,4,3,2,5,3,"2",2,1,1,1,200,78,0
12,2,8,FALSE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,78,1
12,2,9,FALSE,26,4,4,3,2,5,3,"1",3,1,0,0,1200,79,0
12,2,9,FALSE,26,4,4,3,2,5,3,"2",2,0,1,0,1200,79,0
12,2,9,TRUE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,79,1
12,2,10,TRUE,26,4,4,3,2,5,3,"1",2,1,0,1,200,80,0
12,2,10,FALSE,26,4,4,3,2,5,3,"2",1,0,1,1,900,80,0
12,2,10,FALSE,26,4,4,3,2,5,3,"SQ",1,0,0,0,0,80,1
17,3,1,FALSE,50,1,7,3,2,2,2,"1",3,1,0,1,650,81,0
17,3,1,FALSE,50,1,7,3,2,2,2,"2",2,1,1,1,200,81,0
17,3,1,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,81,1
17,3,2,FALSE,50,1,7,3,2,2,2,"1",1,0,0,1,200,82,0
17,3,2,FALSE,50,1,7,3,2,2,2,"2",1,1,0,0,1200,82,0
17,3,2,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,82,1
17,3,3,FALSE,50,1,7,3,2,2,2,"1",2,1,1,1,200,83,0
17,3,3,FALSE,50,1,7,3,2,2,2,"2",3,1,1,0,400,83,0
17,3,3,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,83,1
17,3,4,FALSE,50,1,7,3,2,2,2,"1",2,0,0,0,1200,84,0
17,3,4,FALSE,50,1,7,3,2,2,2,"2",1,1,0,1,75,84,0
17,3,4,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,84,1
17,3,5,FALSE,50,1,7,3,2,2,2,"1",3,1,1,1,1200,85,0
17,3,5,FALSE,50,1,7,3,2,2,2,"2",1,1,0,1,650,85,0
17,3,5,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,85,1
17,3,6,FALSE,50,1,7,3,2,2,2,"1",3,0,0,1,400,86,0
17,3,6,FALSE,50,1,7,3,2,2,2,"2",2,0,1,1,75,86,0
17,3,6,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,86,1
17,3,7,FALSE,50,1,7,3,2,2,2,"1",2,0,0,0,650,87,0
17,3,7,FALSE,50,1,7,3,2,2,2,"2",1,0,1,0,650,87,0
17,3,7,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,87,1
17,3,8,FALSE,50,1,7,3,2,2,2,"1",2,0,0,0,900,88,0
17,3,8,FALSE,50,1,7,3,2,2,2,"2",3,0,0,0,1200,88,0
17,3,8,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,88,1
17,3,9,FALSE,50,1,7,3,2,2,2,"1",1,1,1,0,400,89,0
17,3,9,FALSE,50,1,7,3,2,2,2,"2",3,0,0,1,900,89,0
17,3,9,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,89,1
17,3,10,FALSE,50,1,7,3,2,2,2,"1",1,1,1,0,75,90,0
17,3,10,FALSE,50,1,7,3,2,2,2,"2",2,1,1,0,900,90,0
17,3,10,TRUE,50,1,7,3,2,2,2,"SQ",1,0,0,0,0,90,1
20,4,1,FALSE,53,6,NA,1,2,2,5,"1",2,1,1,0,1200,91,0
20,4,1,TRUE,53,6,NA,1,2,2,5,"2",1,1,1,0,75,91,0
20,4,1,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,91,1
20,4,2,FALSE,53,6,NA,1,2,2,5,"1",2,1,1,1,900,92,0
20,4,2,TRUE,53,6,NA,1,2,2,5,"2",2,0,0,0,200,92,0
20,4,2,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,92,1
20,4,3,TRUE,53,6,NA,1,2,2,5,"1",3,0,0,0,900,93,0
20,4,3,FALSE,53,6,NA,1,2,2,5,"2",1,1,0,0,900,93,0
20,4,3,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,93,1
20,4,4,TRUE,53,6,NA,1,2,2,5,"1",2,0,1,1,400,94,0
20,4,4,FALSE,53,6,NA,1,2,2,5,"2",2,1,0,1,1200,94,0
20,4,4,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,94,1
20,4,5,FALSE,53,6,NA,1,2,2,5,"1",2,1,0,0,75,95,0
20,4,5,TRUE,53,6,NA,1,2,2,5,"2",3,0,0,1,400,95,0
20,4,5,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,95,1
20,4,6,TRUE,53,6,NA,1,2,2,5,"1",1,0,1,0,650,96,0
20,4,6,FALSE,53,6,NA,1,2,2,5,"2",2,0,1,0,1200,96,0
20,4,6,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,96,1
20,4,7,FALSE,53,6,NA,1,2,2,5,"1",3,0,1,1,1200,97,0
20,4,7,TRUE,53,6,NA,1,2,2,5,"2",3,0,1,0,900,97,0
20,4,7,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,97,1
20,4,8,TRUE,53,6,NA,1,2,2,5,"1",3,0,1,0,200,98,0
20,4,8,FALSE,53,6,NA,1,2,2,5,"2",3,0,1,1,650,98,0
20,4,8,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,98,1
20,4,9,TRUE,53,6,NA,1,2,2,5,"1",1,1,0,1,400,99,0
20,4,9,FALSE,53,6,NA,1,2,2,5,"2",3,1,0,0,650,99,0
20,4,9,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,99,1
20,4,10,FALSE,53,6,NA,1,2,2,5,"1",1,0,0,1,75,100,0
20,4,10,TRUE,53,6,NA,1,2,2,5,"2",1,1,1,1,200,100,0
20,4,10,FALSE,53,6,NA,1,2,2,5,"SQ",1,0,0,0,0,100,1
22,4,1,FALSE,43,4,5,1,2,5,5,"1",2,1,1,0,1200,101,0
22,4,1,TRUE,43,4,5,1,2,5,5,"2",1,1,1,0,75,101,0
22,4,1,FALSE,43,4,5,1,2,5,5,"SQ",1,0,0,0,0,101,1
22,4,2,FALSE,43,4,5,1,2,5,5,"1",2,1,1,1,900,102,0
22,4,2,FALSE,43,4,5,1,2,5,5,"2",2,0,0,0,200,102,0
22,4,2,TRUE,43,4,5,1,2,5,5,"SQ",1,0,0,0,0,102,1
22,4,3,FALSE,43,4,5,1,2,5,5,"1",3,0,0,0,900,103,0
22,4,3,FALSE,43,4,5,1,2,5,5,"2",1,1,0,0,900,103,0
22,4,3,TRUE,43,4,5,1,2,5,5,"SQ",1,0,0,0,0,103,1
22,4,4,FALSE,43,4,5,1,2,5,5,"1",2,0,1,1,400,104,0
22,4,4,FALSE,43,4,5,1,2,5,5,"2",2,1,0,1,1200,104,0
22,4,4,TRUE,43,4,5,1,2,5,5,"SQ",1,0,0,0,0,104,1
22,4,5,TRUE,43,4,5,1,2,5,5,"1",2,1,0,0,75,105,0
22,4,5,FALSE,43,4,5,1,2,5,5,"2",3,0,0,1,400,105,0
22,4,5,FALSE,43,4,5,1,2,5,5,"SQ",1,0,0,0,0,105,1
22,4,6,FALSE,43,4,5,1,2,5,5,"1",1,0,1,0,650,106,0
22,4,6,FALSE,43,4,5,1,2,5,5,"2",2,0,1,0,1200,106,0
22,4,6,TRUE,43,4,5,1,2,5,5,"SQ",1,0,0,0,0,106,1
22,4,7,FALSE,43,4,5,1,2,5,5,"1",3,0,1,1,1200,107,0
22,4,7,FALSE,43,4,5,1,2,5,5,"2",3,0,1,0,900,107,0
22,4,7,TRUE,43,4,5,1,2,5,5,"SQ",1,0,0,0,0,107,1
22,4,8,TRUE,43,4,5,1,2,5,5,"1",3,0,1,0,200,108,0
